source_id,weight,panel_id,period_start,period_end,selection,study_id,corpus_id,data_version,method_version,indicator_version,validation_status
tunera.info,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
turizmoteka.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
varazdinske-vijesti.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
vecernji.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
vgdanas.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
vidi.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
voxfeminae.net,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
womeninadria.com,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zagorje.com,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zagreb.info,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zagrebancija.com,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zaposlena.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zastita.info,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
ziher.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
zupcica.hr,0.0078125,S0_2021_01_2026_08,2021-01,2026-08,background publication observed in every full month,hnb-media,HNB_MEDIA,2026-09-21.1,1.0,HNB_MEDIA_INDICATORS_1.0,descriptive_archive_counts_not_independently_validated
