source_id,source_label,source_role,medium,croatian_eligibility,language,ownership,register_id,evidence_url,checked
mali-veliki.eu,mali-veliki.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,14/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=57,2026-09-21
mamatataja.hr,mamatataja.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,59/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=43,2026-09-21
mamboistriano.com,mamboistriano.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,51/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
mancave.hr,mancave.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,44/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
markopolosport.net,markopolosport.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
matica.hr,matica.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,43/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=49,2026-09-21
maz.hr,maz.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,9/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
mediadaily.biz,mediadaily.biz,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,27/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
medjimurjepress.net,medjimurjepress.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
medjimurski.hr,medjimurski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,15/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=39,2026-09-21
mega-media.hr,mega-media.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,45/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
metkovic-news.com,metkovic-news.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,35/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
metkovicnet.com,metkovicnet.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,38/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
metropolitan.hr,metropolitan.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
miholjstina.info,miholjstina.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,38/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
mimladi.hr,mimladi.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,18/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=21,2026-09-21
mirovina.hr,mirovina.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
misao.hr,misao.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,23/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=58,2026-09-21
mixmagadria.com,mixmagadria.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,17/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=57,2026-09-21
mmcng.hr,mmcng.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,18/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=57,2026-09-21
mnovine.hr,mnovine.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,71/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
moja-domovina.net,moja-domovina.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,22/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
mojadalmacija.com,mojadalmacija.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=54,2026-09-21
mojarijeka.hr,mojarijeka.hr,other_own,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=1,2026-09-21
moje-djakovo.com,moje-djakovo.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,11/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=39,2026-09-21
mojevrijeme.hr,mojevrijeme.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,43/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
mojfaks.dnevnik.hr,mojfaks.dnevnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=33,2026-09-21
mojportal.hr,mojportal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,55/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=33,2026-09-21
mojzagreb.info,mojzagreb.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,55/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
mok.hr,mok.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
morski.hr,morski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,6/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=29,2026-09-21
motorevija.com.hr,motorevija.com.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,11/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=5,2026-09-21
msm.hr,msm.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,20/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=40,2026-09-21
muralist.hr,muralist.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,48/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
music-box.hr,music-box.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,8/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=17,2026-09-21
muzika.hr,muzika.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,45/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=24,2026-09-21
mvinfo.hr,mvinfo.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,6/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=5,2026-09-21
nacelnik.hr,nacelnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,4/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=38,2026-09-21
nacional.hr,nacional.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=10,2026-09-21
nacionalnemanjine.hr,nacionalnemanjine.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,18/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
nacionalno.hr,nacionalno.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,54/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
nacionalnoplus.hr,nacionalnoplus.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,7/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
najboljeizlike.com,najboljeizlike.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,03/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=45,2026-09-21
najboljeknjige.com,najboljeknjige.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,22/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=10,2026-09-21
narod.hr,narod.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
nasabujstina.com,nasabujstina.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,28/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
nasice.com,nasice.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,10/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=39,2026-09-21
nasiskolji.hr,nasiskolji.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
naturala.hr,naturala.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,15/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=34,2026-09-21
nauticka-patrola.hr,nauticka-patrola.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,45/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
nemo-casopis.com,nemo-casopis.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,52/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=33,2026-09-21
net.hr,net.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,05/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=1,2026-09-21
netokracija.com,netokracija.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,13/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=30,2026-09-21
nismosame.com,nismosame.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=27,2026-09-21
nizagorjemalo.hr,nizagorjemalo.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=40,2026-09-21
nogometplus.net,nogometplus.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,60/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=8,2026-09-21
novagra.hr,novagra.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,35/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
novagradiska.eu,novagradiska.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=30,2026-09-21
novalja.cool,novalja.cool,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,63/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
novilist.hr,novilist.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,09/12,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=3,2026-09-21
noviradio.hr,noviradio.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,14/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=30,2026-09-21
novo.hr,novo.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,2/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=16,2026-09-21
novosti.hr,novosti.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,74/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=44,2026-09-21
objektivno.hr,objektivno.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,14/13,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
obris.org,obris.org,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=30,2026-09-21
obrtnik.hr,obrtnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,07/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
ogportal.com,ogportal.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=16,2026-09-21
ogulin.eu,ogulin.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,39/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=28,2026-09-21
ok360.hr,ok360.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,15/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=51,2026-09-21
orioninfovk.com,orioninfovk.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=49,2026-09-21
osijekexpress.com,osijekexpress.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,35/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=28,2026-09-21
osijeknews.hr,osijeknews.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,37/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
otoci.eu,otoci.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,63/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=20,2026-09-21
otoci.net,otoci.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,52/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=8,2026-09-21
otvoreno.hr,otvoreno.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,19/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=21,2026-09-21
p-portal.net,p-portal.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,53/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=8,2026-09-21
pakrackilist.hr,pakrackilist.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,36/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=18,2026-09-21
panopticum.hr,panopticum.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,59/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=15,2026-09-21
paraf.hr,paraf.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,64/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=25,2026-09-21
parentium.com,parentium.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,39/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
pcchip.hr,pcchip.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,22/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=17,2026-09-21
phralipen.hr,phralipen.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,56/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
planetmagazin.net,planetmagazin.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=28,2026-09-21
plesnascena.hr,plesnascena.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,24/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=6,2026-09-21
plitvicetimes.com,plitvicetimes.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,41/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=32,2026-09-21
ploce.com.hr,ploce.com.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,11/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=46,2026-09-21
plusportal.hr,plusportal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,5/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=5,2026-09-21
podravski.hr,podravski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,62/17,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=19,2026-09-21
podstrana-portal.com,podstrana-portal.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=42,2026-09-21
podstrana.info,podstrana.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,59/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
poduckun.net,poduckun.net,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,54/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=43,2026-09-21
pogled.hr,pogled.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,12/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=57,2026-09-21
pogledaj.to,pogledaj.to,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,38/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=7,2026-09-21
pomaknigranice.hr,pomaknigranice.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=52,2026-09-21
popweb.hr,popweb.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,26/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=40,2026-09-21
porestina.info,porestina.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,27/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=40,2026-09-21
portal-ostro.hr,portal-ostro.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,46/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
portal.braniteljski-forum.com,portal.braniteljski-forum.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,62/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=25,2026-09-21
portal.hr,portal.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,1/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=4,2026-09-21
portal53.hr,portal53.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/11,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=2,2026-09-21
portalnovosti.com,portalnovosti.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,73/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=12,2026-09-21
portalzdravlje.hr,portalzdravlje.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,39/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=36,2026-09-21
portofon.com,portofon.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,20/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
portos.hr,portos.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,10/25,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=56,2026-09-21
poslovni-savjetnik.com,poslovni-savjetnik.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,04/12,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=3,2026-09-21
poslovni.hr,poslovni.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,7/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
poslovnifm.com,poslovnifm.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,29/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=22,2026-09-21
poslovnipuls.com,poslovnipuls.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,49/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=24,2026-09-21
povijest.hr,povijest.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,72/22,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=44,2026-09-21
pozega.eu,pozega.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,3/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
pozeska-kronika.hr,pozeska-kronika.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,9/19,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=26,2026-09-21
pozeski.hr,pozeski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,47/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=37,2026-09-21
pozeskivodic.com,pozeskivodic.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,44/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=24,2026-09-21
pregrada.info,pregrada.info,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,67/14,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=9,2026-09-21
press032.com,press032.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,21/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
pressedan.hr,pressedan.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,37/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
prglas.com,prglas.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,51/15,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=11,2026-09-21
prigorski.hr,prigorski.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,35/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
prigorskiradio.hr,prigorskiradio.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,12/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=30,2026-09-21
primorskihrvat.hr,primorskihrvat.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,31/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
primostenplus.com,primostenplus.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,22/21,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=35,2026-09-21
promise.hr,promise.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,27/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=14,2026-09-21
ps-portal.eu,ps-portal.eu,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,13/16,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=13,2026-09-21
pulskasvakodnevnica.com,pulskasvakodnevnica.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,55/24,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=55,2026-09-21
punkufer.dnevnik.hr,punkufer.dnevnik.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/20,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=31,2026-09-21
putneprice.com,putneprice.com,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,42/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=49,2026-09-21
qliniqa.hr,qliniqa.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,40/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=49,2026-09-21
rabdanas.hr,rabdanas.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,25/23,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=48,2026-09-21
radio-banovina.hr,radio-banovina.hr,editorial,web,current_AEM_register,not_restricted; vendor_metadata_only,not_independently_audited,32/18,https://pmu.e-mediji.hr/Forms/Common/DownloadStatic.aspx?id=1#page=23,2026-09-21
